UniversityID,Country,State/Province,BuildingID,BuildingName,Size,Type,BuiltYear,FCI (facility condition index),CRV (current replacement value),DMC (deferred maintenance cost),SystemCode,SystemDescription,SubsystemCode,SubsystemDescription,DescriptiveCode,ComponentDescription,WOID,WODescription,WOPriority,WOStartDate,WOEndDate,WODuration,PPM/UPM,LaborCost,MaterialCost,OtherCost,TotalCost,LaborHours,MinTemp.(°C),MaxTemp.(°C),Atmospheric pressure(hPa),Humidity(%),WindSpeed(m/s),WindDegree,Precipitation(mm),Snow(mm),Cloudness(%)
11,USA,Oklahoma,174,WILLIAMS APARTMENTS - UNIT N-103,,,1966.0,,,,D20,Plumbing,D2099,General,D2099UPM,Unplanned Maintenance,19-0337359,"QUEENA SMITH 405-334-6800 WILLIAMS 103-1 APARTMENT FLOODED, PLUMBING BACKED UP  RES LIFE, HEATHER",,2018-12-03,,,UPM,306.18,0.0,,306.18,5.25,0.5716666666666663,1.7879166666666677,1021.5,70.58333333333333,3.5025,,0.0,0.0,
11,USA,Oklahoma,40,EDMON LOW LIBRARY,,,1948.0,,,,D10,Conveying,D1010,Elevators & Lifts,D1010ELH,Elevator Hydraulic,16-0186345,LIBRARY (5 UNITS) MONTHLY ELEVATOR INSPECTION PLEASE OPEN CHERYL.,,2016-03-08,,,PPM,146.51,0.0,,146.51,3.75,14.5475,16.970833333333335,1006.7916666666666,82.45833333333333,5.108333333333332,,21.84,0.0,
2,USA,California,21,,,,,,,,D20,Plumbing,D2099,General,D2099UPM,Unplanned Maintenance,MUDD_SO18106778,GENERAL INVESTIGATION: PROVIDE INVESTIGATION SERVICES,2-URGENT,2018-06-06 13:40:00,,0.0,UPM,20.8,0.0,,20.8,0.65,17.580416666666668,20.17875,1011.9583333333334,72.625,3.068333333333334,173.58333333333334,0.0,0.0,48.583333333333336
11,USA,Oklahoma,51,PHYSICAL SCIENCES,,,1958.0,,,,D30,HVAC,D3050,Terminal & Package Units,D3050FCU,Fan Coil Unit,18-0295337,PHYSICAL SCIENCE 0051 FAN COIL UNIT [PHYSICAL SCIENCES] FCU FAN COIL UNIT FCU 06  PROPERTY 0051 PHYSICAL SCIENCES 0026,,2018-03-30,,,PPM,61.26,0.0,,61.26,1.5,7.712083333333333,9.354166666666666,1024.5416666666667,68.54166666666667,2.2658333333333336,,0.0,0.0,
11,USA,Oklahoma,46,ADVANCED TECHNOLOGY RESEARCH CENTER,,,1997.0,,,,D30,HVAC,D3040,Distribution Systems,D3040SUF,Supply Fan,20-0418276,OPEN MEP TO TROUBLE SHOOT WHY ASSET #17824 WILL NOT RUN IN THE HAND POSITION. 	SF SUPPLY FAN SF 01 PROPERTY 0046 ATRC 100J,,2020-06-04,,,PPM,0.0,0.0,,0.0,0.0,27.500416666666663,30.117916666666662,998.75,58.083333333333336,4.162499999999999,,0.41,0.0,
11,USA,Oklahoma,57,AGRICULTURE,,,1957.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",19-0336312,0057 AG. HALL - PLEASE ADJUST AHU 19 AND 20 TO 72.,,2018-11-27,,,UPM,15.31,0.0,,15.31,0.5,-0.2416666666666669,2.4729166666666664,1021.5,68.08333333333333,2.4683333333333337,,0.0,0.0,
11,USA,Oklahoma,30,NANCY RANDOLPH DAVIS WEST,,,1983.0,,,,D20,Plumbing,D2030,Sanitary Waste,D2030PAF,Pipe & Fittings,18-0307589,REPLACE GRID STRAINERS IN RESTROOM,,2018-06-12,,,PPM,199.1,29.09,,228.19,4.75,25.04458333333333,27.357083333333325,1011.0833333333334,72.0,6.080833333333332,,0.0,0.0,
3,USA,Alaska,FAI-CAMPUSWIDE,,,,,,,,E10,Equipment,E1030,Vehicular Equipment,E1030VEH,General Vehicular Equipment,UAF14-0030946,"E1367: 3 NEW TIRES._x000D_
_x000D_
_x000D_
**BILLABLE**",4-PLANNED,2014-06-13 13:49:54.163,,,PPM,124.0,742.5,0.0,866.5,2.0,12.374166666666666,16.641250000000003,1006.5833333333334,37.29166666666666,3.022083333333333,53.75,0.0,0.0,72.70833333333333
2,USA,California,81,,,,,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020FLF,Fluorescent Lighting Fixture,STL_LAB17079688,"ELECTRIC: LIGHT ISSUE-CEILING, HOOD, EMERGENCY/EXIT",2-URGENT,2017-12-21 08:20:00,,0.0,UPM,113.95,14.97,,128.92000000000002,2.15,7.608750000000001,12.699999999999998,1018.25,35.875,4.412499999999998,262.9166666666667,1.0,0.0,14.583333333333334
3,USA,Alaska,TV657,,,,,,,,D20,Plumbing,D2020,Domestic Water Distribution,D2020BFP,Backflow Preventor,UAF18-0026495,UAF AVIATION FACILITY BFP TEST ANN,4-PLANNED,2018-05-01 08:03:46.280,,,PPM,118.5,0.0,0.0,118.5,1.5,1.864583333333333,4.057500000000001,1007.9583333333334,80.58333333333333,2.271666666666667,162.08333333333334,1.81,3.29,86.875
11,USA,Oklahoma,219,PETROLEUM TECHNOLOGY CLASSROOM BUILDING,,,1990.0,,,,D20,Plumbing,D2020,Domestic Water Distribution,D2020WHT,"Water Heater, Condensing/Electric/Gas/Oil",18-0266750,PETROLEUM TECHNOLOGY CLASSROOM BUILDING 0219  WATER HEATER [PETROLEUM TECHNOLOGY CLASSROOM BUILDING] WH WATER HEATER TAGGED 219WH 03 100B,,2017-09-08,,,PPM,5.31,0.0,,5.31,0.13,20.006249999999994,22.95625,1020.0,54.708333333333336,3.353333333333333,,0.0,0.0,
11,USA,Oklahoma,44470,CAR DRIVING RANGE GREENSPACE AND SIDEWALKS,,,,,,,E10,Equipment,E1090,Other Equipment,E1090OEQ,General Other Equipment,17-0205336,STRING TRIMMER - # 538 SERVICE AND MAT NEED A NEW HEAD.,,2016-07-22,,,PPM,18.13,0.0,,18.13,0.5,29.1,32.74166666666667,1016.75,55.66666666666666,4.122500000000001,,0.0,0.0,
2,USA,California,82,,,,,,,,E10,Equipment,E1030,Vehicular Equipment,E1030VEH,General Vehicular Equipment,TRNSGRD18132038,GENERAL MATERIAL CONDITION: WORK PERFORMED ON EQUIPMENT OR A PROPERTY,4-ROUTINE,2018-11-15 14:19:00,,0.0,PPM,146.16,1084.24,,1230.4,2.52,15.314166666666669,18.43875,1019.5,23.375,2.129583333333334,121.54166666666669,0.0,0.0,1.0
11,USA,Oklahoma,34,STOUT HALL,,,1948.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",17-0215665,STOUT HALL 0034 AIR HANDLERS [STOUT HALL] AH AIR HANDLER 149  ROOM 334 PROPERTY 0034 STOUT HALL,,2016-09-16,,,PPM,9.11,0.0,,9.11,0.25,20.760000000000005,23.575416666666666,1014.75,84.04166666666667,2.9708333333333337,,27.91,0.0,
11,USA,Oklahoma,126,VILLAGE SUITES C AND D,,,2006.0,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020ELP,Emergency Lighting Pack,21-0461516,CT-MEP LIFE SAFETY MONTHLY EMERGENCY EGRESS LIGHT TEST [VILLAGE SUITES C AND D] HOUSING - JPI PHASE 1 BUILDING 3,,2021-05-04,,,PPM,0.0,0.0,,0.0,0.0,15.304166666666667,17.838749999999994,1011.1666666666666,67.54166666666667,6.464583333333333,,17.759999999999998,0.0,
2,USA,California,9278,,,,,,,,D40,Fire Protection,D4099,General,D4099UPM,Unplanned Maintenance,NHOL_YD20200751,GENERAL MATERIAL CONDITION: WORK PERFORMED ON EQUIPMENT OR A PROPERTY,4-ROUTINE,2020-01-30 07:07:00,,0.0,UPM,954.0,0.0,,954.0,18.0,12.76625,18.145,1017.4166666666666,27.83333333333333,2.4566666666666666,69.08333333333333,0.0,0.0,1.0
3,USA,Alaska,FS907,,,,,,,,D30,HVAC,D3040,Distribution Systems,D3040AFT,Air Filters,UAF10-0007241,MUSEUM AIR FTRS WK12,3-EXPEDITED,2009-09-14,,,PPM,72.0,200.35,0.0,272.35,1.0,9.866666666666667,11.548333333333332,1005.5416666666666,83.75,1.1541666666666668,73.33333333333333,2.3,0.0,73.75
11,USA,Oklahoma,271,UTILITIES TILE - 271,,,,,,,D30,HVAC,D3020,Heat Generation Systems,D3020VND,"Valve, Non-Drain",21-0445723,UTILITIES DISTRIBUTION STEAM VALVES JANUARY [UTILITIES TILE - 271] UTILITIES TILE 271,,2021-01-03,,,PPM,0.0,0.0,,0.0,0.0,0.2316666666666665,3.946249999999999,1014.9166666666666,81.75,1.7625000000000008,,0.0,0.0,
11,USA,Oklahoma,110,OKLAHOMA ANIMAL DISEASE DIAGNOSTIC LABORATORY,,,1974.0,,,,D30,HVAC,D3020,Heat Generation Systems,D3020CRP,"Circulation Pump, Hot Water",17-0201996,DISTRIBUTION CONDENSATE PUMPS QUARTERLY INSPECTION [OKLAHOMA ANIMAL DISEASE DIAGNOSTIC LABORATORY] NORTH OADDL,,2016-06-29,,,PPM,12.14,0.0,,12.14,0.5,25.41291666666666,27.258750000000003,1017.5,64.29166666666667,2.796250000000001,,0.0,0.0,
11,USA,Oklahoma,112,HAZARDOUS REACTION LABORATORY,,,1982.0,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020FLF,Fluorescent Lighting Fixture,17-0227389,"0112 - OPEN ZONE 1 TO CLEAN/REPAIR LIGHT FIXTURES IN HALLWAYS, REPAIR SHEETROCK TAPE AND PAINT WALLS IN HALLWAY. **OPENED PER JAYSON DOBSON 01/23/17 - FOR ASSISTANCE WITH ELECTRICAL**",,2017-01-23,,,PPM,80.56,0.0,,80.56,2.0,4.964583333333333,7.1000000000000005,1012.4166666666666,65.08333333333333,2.6912500000000006,,0.0,0.0,
3,USA,Alaska,FS305,,,,,,,,D40,Fire Protection,D4020,Standpipes,D4020FSP,Fire Standpipe System,UAF14-0029572,BROOKS STANDPIPE FLOW TEST 5-YR,4-PLANNED,2014-05-23 10:16:42.333,,,PPM,0.0,0.0,0.0,0.0,0.0,7.360416666666667,9.7075,1010.8333333333334,40.083333333333336,2.144166666666667,120.0,0.0,0.0,70.625
11,USA,Oklahoma,139,DEMAREE APARTMENTS - UNIT S-39,,,1962.0,,,,B20,Exterior Enclosure,B2030,Exterior Doors,B2030MWM,Metal Wire Mesh Door,18-0292450,039-003A FGSH CHECK OUT: 39-3:   REPLACE DOOR LOCK ON BEDROOM DOOR,,2018-03-23,,,PPM,86.42,88.71,,175.13,2.25,18.56041666666666,20.360833333333336,1013.7083333333334,51.0,6.483333333333334,,0.0,0.0,
3,USA,Alaska,FS919,,,,,,,,D20,Plumbing,D2090,Other Plumbing Systems,D2090CAD,Compressed Air Dryer,UAF09-0009239,BIRD AIR DRYER ANN,3-EXPEDITED,2008-10-20,,,PPM,68.0,0.0,0.0,68.0,1.0,-16.147500000000004,-13.397916666666667,1003.375,80.08333333333333,0.3374999999999999,37.083333333333336,0.0,0.0,42.958333333333336
2,USA,California,77,,,,,,,,D50,Electrical,D5090,Other Electrical Systems,D5090BAT,"Battery, UPS",BAXTER20198951,GENERAL MATERIAL CONDITION: WORK PERFORMED ON EQUIPMENT OR A PROPERTY,4-ROUTINE,2020-01-22 08:25:00,,0.0,PPM,53.0,0.0,,53.0,1.0,9.213333333333331,13.83875,1020.7083333333334,75.79166666666667,1.3916666666666668,140.0,0.5,0.0,33.958333333333336
11,USA,Oklahoma,126,VILLAGE SUITES C AND D,,,2006.0,,,,C10,Interior Construction,C1020,Interior Doors,C1020DRH,Door Hardware,18-0284327,MOHAMMAD 405-614-9438  VILLAGE SUITES D  LOCKED OUT KEYS & HARDWARE BRUCE,,2018-01-10,,,UPM,14.24,0.0,,14.24,0.25,7.677083333333333,9.68,1008.4166666666666,74.70833333333333,7.43041666666667,,0.0,0.0,
11,USA,Oklahoma,5,CONOCOPHILLIPS OSU ALUMNI CENTER,,,2005.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",20-0389657,ALUMNI CENTER 0005 AIR HANDLER [CONOCOPHILLIPS OSU ALUMNI CENTER] AIR HANDLER AHU-009 PROPERTY 0005 CONOCO PHILLIPS OSU ALUMNI CENTER PENTHOUSE,,2019-10-18,,,PPM,42.2,0.0,,42.2,1.0,15.145,17.956249999999997,1002.4166666666666,51.66666666666666,6.769166666666668,,0.0,0.0,
3,USA,Alaska,FS900,,,,,,,,E10,Equipment,E1020,Institutional Equipment,E1020SEL,"Sink, Epoxy Resin, Laboratory",UAF09-0000441,RM 137: LEAK UNDERNEATH LAB SINK,3-EXPEDITED,2008-07-02,,,PPM,442.0,0.0,0.0,442.0,6.5,13.014166666666666,15.101666666666668,1014.125,64.08333333333333,1.3708333333333336,80.41666666666667,0.0,0.0,37.708333333333336
3,USA,Alaska,FS411,,,,,,,,D30,HVAC,D3040,Distribution Systems,D3040EXH,Exhaust Fan,UAF13-0005861,LT COMMONS FAN/AH ANN,4-PLANNED,2012-09-04 10:14:58.327,,,PPM,456.0,48.68,0.0,504.68,6.0,10.494583333333336,14.057083333333336,1004.5,76.5,2.015,100.41666666666669,0.3,0.0,75.0
3,USA,Alaska,FS733,,,,,,,,D20,Plumbing,D2010,Plumbing Fixtures,D2010SHW,"Shower, Head/Valve/Tile/Fiberglass/Terrazzo",UAF10-0013188,5TH FLR MENS: REPAIR HCP SHOWER HANDLE,3-EXPEDITED,2009-12-03,,,PPM,72.0,0.0,0.0,72.0,1.0,-13.952916666666672,-9.682083333333331,1004.9166666666666,87.125,1.5791666666666666,92.91666666666669,0.0,0.0,51.458333333333336
3,USA,Alaska,FS930,,,,,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020FLF,Fluorescent Lighting Fixture,UAF10-0021175,CORRIDOR OUTSIDE RM 401: SPOT RELAMP REF UAF10-0021436.,3-EXPEDITED,2010-03-31,,,PPM,72.0,211.82,0.0,283.82,1.0,-6.023750000000001,-3.19,996.4166666666666,69.95833333333333,1.7041666666666673,105.41666666666669,0.0,0.0,39.16666666666666
11,USA,Oklahoma,36,NANCY RANDOLPH DAVIS,,,1949.0,,,,D30,HVAC,D3060,Controls and Instrumentation,D3060HVA,HVAC Control Panel,20-0367402,BLDG 36 LAB 208  ROOM WAS HOT LAST WEEKEND ALTHOUGH EM HAD IT SCHEDULED FOR COOLING.  PLEASE CHECK TO MAKE SURE ROOM WILL COOL THIS WEEKEND.  IMPORTANT FOR STUDY BEING DONE THERE.,,2019-06-26,,,UPM,0.0,0.0,,0.0,0.0,26.01041666666666,28.21125,1015.5,71.79166666666667,4.845833333333334,,0.0,0.0,
11,USA,Oklahoma,151,PROSSER APARTMENTS - UNIT N-26,,,1957.0,,,,E10,Equipment,E1010,Commercial Equipment,E1010CKR,Cooking Range,20-0405263,26-009: 	RANGE NEEDS REPLACED,,2020-02-10,,,PPM,123.12,557.82,,680.94,3.0,2.4170833333333337,4.542916666666668,1011.7083333333334,55.41666666666666,4.616666666666665,,1.27,0.0,
11,USA,Oklahoma,188,WEST APARTMENTS - UNIT S-82,,,1964.0,,,,D20,Plumbing,D2020,Domestic Water Distribution,D2020PAF,Pipe & Fittings,18-0262099,082-007A 82-7: EMERGENCY: BATHROOM CEILING LEAKING. D.C.D. 8/15  (THIS PHASE IS TO FOLLOW UP AND BE SURE THIS WORK WAS COMPLETED.),,2017-08-30,,,PPM,19.21,0.0,,19.21,0.5,20.74875,22.56083333333333,1016.9583333333334,69.0,3.505416666666667,,0.0,0.0,
11,USA,Oklahoma,38,BENNETT HALL,,,1948.0,,,,C30,Interior Finishes,C3010,Wall Finishes,C3010CIW,Concrete Interior Wall Finish,17-0203367,BEN-C321 BENNETT-C321:  PLEASE PAINT THIS ENTIRE APARTMENT. APPROVED BY SBAUGHMAN D:C:D: 7/30/2016,,2016-07-08,,,PPM,735.5,123.03,,858.53,28.75,25.327083333333345,29.10583333333334,1012.75,74.875,4.598750000000001,,4.3,0.0,
3,USA,Alaska,FS511,,,,,,,,D20,Plumbing,D2010,Plumbing Fixtures,D2010SNK,Sink,UAF13-0017362,WICKERSHAM HALL 1ST FLOOR KITCHEN: SINK FAUCET LEVER IS LOOSE/BROKEN. DIFFICULT TO TURN FAUCET OFF.,3-EXPEDITED,2013-01-15 07:29:17.187,,,UPM,76.0,135.73,0.0,211.73,1.0,-6.46875,-3.121666666666666,1012.25,85.5,2.9791666666666674,166.66666666666666,1.02,1.81,83.75
2,USA,California,79,,,,,,,,C30,Interior Finishes,C3030,Ceiling Finishes,C3030PLC,Plaster Ceiling,PWL_BTH18082910,"CARPENTRY: REPAIR, WALLS, CEILINGS, FLOORS",2-URGENT,2018-01-16 14:46:00,,0.0,UPM,54.4,0.0,,54.4,1.7,14.084583333333336,16.4325,1019.7916666666666,62.125,1.3862499999999998,141.16666666666666,0.0,0.0,4.708333333333333
11,USA,Oklahoma,44,CLASSROOM,,,1951.0,,,,D20,Plumbing,D2020,Domestic Water Distribution,D2020PAF,Pipe & Fittings,20-0371337,"AROUND 11:00 AM THIS MORNING WATER BEGAN LEAKING THROUGH THE CEILING OF MY OFFICE, WHICH IS 006BA IN YOU SYSTEM AND HAS RECENTLY BE RENAMED 006C. I CAN SEE WATER POOLING ON THE PLASTIC UNDER ONE FO THE LIGHTS, AND WATER WAS DRIPPING O [SEE WO EXTRA DESC]",,2019-07-22,,,UPM,147.63,0.0,,147.63,3.5,25.290000000000006,28.48833333333333,1016.1666666666666,68.83333333333333,5.9375,,1.59,0.0,
11,USA,Oklahoma,264,UNIVERSITY COMMONS WEST,,,2015.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",19-0316727,UNIVERSITY COMMONS WEST 0264 AIR HANDLERS [UNIVERSITY COMMONS WEST] AIR HANDLER WEST COMMS 0264 ROOM 204,,2018-08-03,,,PPM,1.94,0.0,,1.94,0.05,25.141666666666666,28.0,1017.0416666666666,53.54166666666666,4.746666666666667,,0.0,0.0,
2,USA,California,033E,,,,,,,,D20,Plumbing,D2020,Domestic Water Distribution,D2020PAF,Pipe & Fittings,BRDG_E18102383,PLUMBING: LEAK,2-URGENT,2018-05-10 15:27:00,,0.0,UPM,7910.25,0.0,,7910.25,146.25,17.87875,20.863750000000003,1011.4583333333334,68.58333333333333,2.625416666666668,171.33333333333334,0.0,0.0,21.375
11,USA,Oklahoma,254,BOST HALL,,,2001.0,,,,,Unclassified,,Unclassified,,Unclassified,16-0161033,BOST-203A EMERGENCY: RESIDENT REPORTS FINDING 2 BROWN RECLUSE SPIDERS. PLEASE SPRAY APARTMENT.,,2015-08-25,,,UPM,26.53,0.0,,26.53,1.0,20.32625,23.32375,1020.4166666666666,69.33333333333333,2.4041666666666672,,0.0,0.0,
2,USA,California,64,,,,,,,,D20,Plumbing,D2010,Plumbing Fixtures,D2010TWB,Toilet & Wash Basin,565WIL19176564,PLUMBING DRAIN STOPPAGE,2-URGENT,2019-09-17 10:41:00,,0.0,UPM,34.56,8.26,,42.82,1.08,19.17125,23.2625,1012.5833333333334,63.5,2.239166666666667,141.04166666666666,0.25,0.0,16.833333333333332
11,USA,Oklahoma,CAMPUS GROUNDS,CAMPUS WIDE GROUNDS,,,,,,,C10,Interior Construction,C1020,Interior Doors,C1020DRH,Door Hardware,17-0211549,PURCHASE (2) LOCK OUT - TAG OUT - LOCKS PLEASE PROVIDE ESTIMATE FIRST,,2016-08-23,,,PPM,26.78,0.0,,26.78,0.75,25.031250000000004,27.706666666666667,1016.625,74.20833333333333,6.535416666666669,,2.04,0.0,
3,USA,Alaska,FS780,,,,,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020FLF,Fluorescent Lighting Fixture,UAF07-0027164,BLDG WIDE: RELAMP,3-EXPEDITED,2007-06-05,,,PPM,603.0,397.9,0.0,1000.9,9.0,17.139999999999997,20.26083333333333,1001.875,58.458333333333336,1.958333333333334,99.16666666666669,1.13,0.0,76.25
11,USA,Oklahoma,69,NOBLE RESEARCH CENTER,,,1988.0,,,,D40,Fire Protection,D4010,Sprinklers,D4010FAC,Fire Alarm Control Panel,21-0432613,FIRE ALARM AND SMOKE DETECTOR CHECK,,2020-09-22,,,UPM,0.0,0.0,,0.0,0.0,18.995833333333326,21.004999999999992,1018.8333333333334,83.5,3.0541666666666667,,4.39,0.0,
11,USA,Oklahoma,68,GENERAL ACADEMIC,,,1966.0,,,,D30,HVAC,D3050,Terminal & Package Units,D3050FCU,Fan Coil Unit,17-0242137,BUSINESS 0068 FAN COIL UNIT [BUSINESS] FCU FAN COIL UNIT FCU 04 PROPERTY 0068 BUSINESS 100D,,2017-04-07,,,PPM,38.36,0.0,,38.36,1.0,12.2325,15.625416666666665,1022.2916666666666,51.208333333333336,3.6745833333333344,,0.0,0.0,
11,USA,Oklahoma,253,DAVIS HALL,,,2001.0,,,,D30,HVAC,D3040,Distribution Systems,D3040FAN,Fan ,19-0310454,"DAVIS-101A DAVIS 101, ROUTINE; A/B BEDROOM FANS NEED TO BE REPAIRED, BAD RATTLING SOUND. DCD 7/31/2018",,2018-06-29,,,PPM,38.88,0.0,,38.88,1.0,28.436666666666664,30.71375,1012.0416666666666,60.5,6.035,,0.0,0.0,
11,USA,Oklahoma,28,LIFE SCIENCES EAST,,,1938.0,,,,E10,Equipment,E1020,Institutional Equipment,E1020LEH,Laboratory Exhaust Hood,16-0161822,"**OPEN PER STEVE ARNETT, 8-28-15. CHANGE ALARM ON FUME HOOD.**",,2015-08-28,,,PPM,576.3,664.65,,1240.95,14.75,22.57625,26.56,1014.7916666666666,70.875,4.829166666666667,,0.24,0.0,
11,USA,Oklahoma,34,STOUT HALL,,,1948.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",20-0398844,STOUT HALL 0034 AIR HANDLERS [STOUT HALL] AH AIR HANDLER 219  ROOM 440 PROPERTY 0034 STOUT HALL,,2019-12-18,,,PPM,0.0,0.0,,0.0,0.0,0.2299999999999996,3.0675000000000003,1023.4166666666666,53.958333333333336,2.0387500000000003,,0.0,0.0,
11,USA,Oklahoma,128,VILLAGE SUITES CASNR,,,2006.0,,,,D20,Plumbing,D2010,Plumbing Fixtures,D2010TWB,Toilet & Wash Basin,18-0293311,CASNR-109A CASNR-109: URGENT: TOILET CLOGGED. D.C.D. 3/12 **CALLED EVE OPS**,,2018-03-13,,,UPM,21.15,0.0,,21.15,0.5,3.7304166666666654,6.484583333333332,1026.8333333333333,56.333333333333336,2.393333333333333,,0.0,0.0,
11,USA,Oklahoma,178,STEVENS APARTMENTS - UNIT S-92,,,1964.0,,,,E10,Equipment,E1010,Commercial Equipment,E1010CKR,Cooking Range,16-0166340,"092-009 STEVENS:     FGSH  CHECK OUT:   REMOVE OLD RANGE, TO BAY FOR DISPOSAL",,2015-10-26,,,PPM,33.9,0.0,,33.9,1.0,10.236249999999998,12.24125,1020.875,68.33333333333333,3.0875,,0.0,0.0,
2,USA,California,9000,,,,,,,,D30,HVAC,D3099,General,D3099PPM,Planned Preventive Maintenance,CAMPUS17058845,GENERAL INVESTIGATION: PROVIDE INVESTIGATION SERVICES,4-ROUTINE,2017-07-26 13:36:00,,0.0,PPM,594.33,0.0,,594.33,18.01,22.229166666666668,25.26583333333333,1015.4583333333334,60.208333333333336,2.656666666666668,192.91666666666663,0.0,0.0,2.625
11,USA,Oklahoma,257,PETERSON-FRIEND HALL,,,2000.0,,,,E10,Equipment,E1010,Commercial Equipment,E1010DGE,"Disposal, Garbage, Electric",17-0211429,PETFR-307A PETFR-307: EMERGENCY: GARBAGE DISPOSAL IS LEAKING. D.C.D. 8/23,,2016-08-23,,,UPM,18.22,79.73,,97.95,0.5,25.031250000000004,27.706666666666667,1016.625,74.20833333333333,6.535416666666669,,2.04,0.0,
3,USA,Alaska,FS303,,,,,,,,D20,Plumbing,D2010,Plumbing Fixtures,D2010TWB,Toilet & Wash Basin,UAF18-0001689,"BUNNELL RM 100M1: PART OF THE STALL FELL OFF._x000D_
SEE PHOTO IN RELATED DOCUMENTS.",4-PLANNED,2017-07-18 12:31:32.577,,,PPM,237.0,0.0,0.0,237.0,3.0,17.924583333333334,19.888750000000005,1010.7916666666666,60.958333333333336,0.7708333333333331,34.166666666666664,0.0,0.0,45.0
3,USA,Alaska,FS312,,,,,,,,D30,HVAC,D3060,Controls and Instrumentation,D3060THE,Thermostat,UAF18-0031322,FINE ARTS MUSIC WING: TOO COLD. NOTIFIED CHARLES SILVA.,3-EXPEDITED,2018-06-21 13:29:28.447,,,UPM,434.5,0.0,0.0,434.5,5.5,20.15041666666667,22.985,1005.9583333333334,39.75,2.164166666666667,123.75,0.62,0.0,69.16666666666667
11,USA,Oklahoma,38,BENNETT HALL,,,1948.0,,,,C30,Interior Finishes,C3030,Ceiling Finishes,C3030PLC,Plaster Ceiling,17-0251968,BEN-E151AA BEN-E151A: URGENT:  BATHROOM NEAR A ROOM APPEARS TO HAVE MOLD ON THE CEILING. PLEASE INVESTIGATE ASAP. DCD: 06/13/17,,2017-06-14,,,PPM,9.6,0.0,,9.6,0.25,27.72541666666666,29.245833333333326,1009.7916666666666,67.08333333333333,7.168333333333332,,6.71,0.0,
3,USA,Alaska,FS741,,,,,,,,D30,HVAC,D3020,Heat Generation Systems,D3020CRS,Condensate Receiver Station,UAF16-0018247,HESS COMMONS MECH RM: REMOVE ASBESTOS INSULATION FROM THE STEAM CONDENSATE LINES ON THE NORTH WALL.  NOTIFIED ADAM.,4-PLANNED,2016-01-22 10:04:19.967,,,PPM,1771.0,0.0,0.0,1771.0,23.0,-23.500833333333336,-18.36125,1000.8333333333334,72.54166666666667,3.2999999999999994,55.833333333333336,0.0,0.0,47.91666666666666
11,USA,Oklahoma,149,PROSSER APARTMENTS - UNIT N-20,,,1957.0,,,,B20,Exterior Enclosure,B2020,Exterior Windows,B2020AOW,"Aluminium Operable Window, Thermal Break/Glazed",17-0208217,KEVIN PH# 405-985-8603 BUILDING NORTH 20 APT #12 SAYS WINDOW IS FALLING OUT.,,2016-08-08,,,UPM,0.0,0.0,,0.0,0.0,26.56666666666668,29.20958333333333,1012.5416666666666,64.625,3.0416666666666665,,2.52,0.0,
2,USA,California,96,,,,,,,,D30,HVAC,D3060,Controls and Instrumentation,D3060HVA,HVAC Control Panel,BRD_CTR19193462,BMS: TEMPERATURE/HUMIDITY OUT OF RANGE,2-URGENT,2019-12-10 12:40:00,,0.0,UPM,627.0,0.0,,627.0,11.0,10.191666666666666,14.809166666666668,1020.4583333333334,68.79166666666667,1.8358333333333328,81.25,0.25,0.0,1.0
3,USA,Alaska,FS983,,,,,,,,D30,HVAC,D3040,Distribution Systems,D3040AFT,Air Filters,UAF19-0010456,VIROLOGY AIR FTRS WK14 (WINTER),4-PLANNED,2018-10-08 13:38:43.910,,,PPM,118.5,46.04,0.0,164.54,1.5,-3.7466666666666666,-0.94875,1022.375,60.79166666666666,0.9858333333333332,53.333333333333336,0.0,0.0,50.708333333333336
2,USA,California,9430,,,,,,,,D50,Electrical,D5090,Other Electrical Systems,D5090GEN,"Generator, Diesel/Propane",WCMP_RD18096635,ELECTRIC: ELECTRIC WORK GENERATED FROM FAILED INSPECTION,2-URGENT,2018-04-02 09:25:00,,0.0,PPM,0.0,8776.59,,8776.59,0.0,13.495,16.350833333333338,1011.6666666666666,73.20833333333333,2.7779166666666675,146.83333333333334,0.0,0.0,60.91666666666666
3,USA,Alaska,FNSB1,,,,,,,,D40,Fire Protection,D4010,Sprinklers,D4010FSS,Fire Sprinkler System,UAF15-0013686,FIRE STATION 2 SPRINK TEST SEMIANN,4-PLANNED,2014-12-01 08:15:27.543,,,PPM,39.0,0.0,0.0,39.0,0.5,-14.854583333333336,-8.991666666666664,1012.3333333333334,78.20833333333333,0.985,60.0,0.0,0.0,79.58333333333333
